Lead Number,TotalVisits,Total Time Spent on Website,time_decay,bounce_rate,Car,gender,city,sales_branch,policy_type,fuel_type,varient,PA,RA,claim_reasons,coverage,claim_amount,year,insurance_type
584482,3,106,152,0.882190972,Mahindra,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,11432,2017,comprehensive_insurance
628726,0,0,52,0.003166897,TATA,Male,tier1,App,CorporateAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,12282,2017,comprehensive_insurance
580865,0,0,20,0.617355898,Ford,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,152,2018,third_party_insurance
588753,0,0,115,0.131440797,Maruti,Male,tier2,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,1049,2017,third_party_insurance
587667,1,55,92,0.182478641,Mahindra,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,2923,2017,comprehensive_insurance
637210,0,0,146,0.868490598,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,13426,2018,comprehensive_insurance
593504,2,1153,107,0.055224818,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,85,2020,comprehensive_insurance
641324,4,612,127,0.003362774,TATA,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,1428,2017,comprehensive_insurance
605332,0,0,122,0.266014693,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,2495,2018,comprehensive_insurance
614900,2,1585,85,0.167422546,Maruti,Male,tier3,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,8049,2017,comprehensive_insurance
617897,2,31,129,0.615316778,Ford,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,20252,2021,comprehensive_insurance
590521,0,0,179,0.246515381,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,6974,2021,comprehensive_insurance
599367,6,280,186,0.0268082,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,No,Collision,Premium,11643,2020,comprehensive_insurance
644006,2,535,168,0.137405445,TATA,Female,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,7542,2021,comprehensive_insurance
606327,0,0,131,0.908539097,Jeep,Male,tier1,App,CorporateAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,12271,2021,comprehensive_insurance
585427,6,1079,133,0.102408681,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,3363,2020,comprehensive_insurance
585772,4,1284,27,0.075402971,Maruti,Female,tier3,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,2134,2020,third_party_insurance
658828,2,47,185,0.329579725,Jeep,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,2927,2020,comprehensive_insurance
602826,5,1297,164,0.077059984,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,No,Yes,Hail,Basic,1158,2017,third_party_insurance
584538,4,1390,109,0.191344266,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,16076,2020,comprehensive_insurance
642089,0,0,105,0.461510486,Ford,Male,tier2,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,6806,2017,comprehensive_insurance
592518,0,0,122,0.157,Hyundai,Female,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,17993,2017,comprehensive_insurance
624208,5,239,120,0.638763476,Hyundai,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,7393,2021,comprehensive_insurance
587683,3,605,93,0.21903869,Maruti,Male,tier2,Call Center,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,3054,2018,third_party_insurance
609464,3,248,141,0.889848439,Hyundai,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,3300,2017,comprehensive_insurance
582488,4,1645,163,0.922436635,Jeep,Male,tier2,Web,PersonalAuto,Diesel,Middlemodel,Yes,No,Scratch/Dent,Extended,7106,2018,comprehensive_insurance
651251,4,1104,116,0.22387545,Hyundai,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,7560,2021,comprehensive_insurance
633173,0,0,54,0.260078058,Maruti,Male,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,4850,2017,comprehensive_insurance
588024,0,0,152,0.086468055,TATA,Female,tier2,Call Center,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,12976,2017,comprehensive_insurance
598763,0,0,135,0.247694074,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,1769,2021,third_party_insurance
652569,10,59,143,0.48066681,Mahindra,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,15741,2020,comprehensive_insurance
651281,7,834,84,0.09012455,TATA,Male,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,4425,2019,comprehensive_insurance
628512,0,0,32,0.274324734,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,5993,2017,comprehensive_insurance
598087,4,364,150,0.087712286,Ford,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,11140,2017,comprehensive_insurance
640652,0,0,85,0.237799922,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,8145,2019,comprehensive_insurance
641546,3,203,168,0.088674601,Ford,Male,tier2,App,CorporateAuto,Petrol,Basemodel,No,No,Hail,Basic,4674,2018,third_party_insurance
655005,2,1429,139,0.36394624,Ford,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,5935,2021,third_party_insurance
639302,5,1388,62,0.0036832,Maruti,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,1414,2020,third_party_insurance
590250,7,1148,120,0.278133714,TATA,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,5244,2019,third_party_insurance
651020,6,168,139,0.296252393,TATA,Female,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,1511,2017,comprehensive_insurance
624284,2,88,80,0.351236524,Hyundai,Male,tier3,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,1281,2020,third_party_insurance
601156,4,1193,152,0.217812598,Mahindra,Male,tier2,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,10388,2018,comprehensive_insurance
588564,4,285,159,0.985519382,Maruti,Female,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,4263,2019,third_party_insurance
588677,3,1025,67,0.272719209,Maruti,Female,tier1,App,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,4630,2021,third_party_insurance
626216,0,0,166,0.296172604,Maruti,Male,tier1,Call Center,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,9688,2020,comprehensive_insurance
656492,0,0,117,0.188355713,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,388,2017,comprehensive_insurance
640364,3,694,153,0.043285039,Maruti,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,8705,2021,comprehensive_insurance
638390,0,0,49,0.017166987,Maruti,Male,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,No,Scratch/Dent,Extended,1817,2021,comprehensive_insurance
593498,4,53,88,0.258775182,Hyundai,Female,tier1,Call Center,CorporateAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,2406,2019,comprehensive_insurance
629342,3,300,152,0.857010859,Ford,Male,tier1,Call Center,PersonalAuto,Diesel,Topmodel,No,Yes,Collision,Premium,17746,2020,comprehensive_insurance
641715,4,1033,21,0.221974787,Hyundai,Male,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,4408,2017,third_party_insurance
646014,2,138,50,0.662019171,TATA,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,20981,2018,comprehensive_insurance
595322,2,1163,53,0.010584408,Maruti,Male,tier2,App,PersonalAuto,Diesel,Basemodel,No,Yes,Hail,Basic,4451,2020,third_party_insurance
611458,4,1524,85,0.157,TATA,Male,tier1,App,CorporateAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,9516,2018,comprehensive_insurance
594937,5,167,10,0.725010721,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,10466,2017,comprehensive_insurance
633778,8,68,75,0.279032914,Hyundai,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,No,No,Collision,Premium,10679,2019,comprehensive_insurance
582686,8,1361,10,0.58453746,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,11936,2019,comprehensive_insurance
645773,2,369,190,0.242746771,TATA,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,17525,2017,comprehensive_insurance
599330,3,200,188,0.495,TATA,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,No,Collision,Premium,19488,2021,comprehensive_insurance
650291,4,1048,83,0.111716903,TATA,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,No,No,Scratch/Dent,Extended,6550,2021,comprehensive_insurance
603414,0,0,68,0.057712551,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,5142,2019,comprehensive_insurance
609879,3,1686,94,0.401794048,Mahindra,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,4990,2017,third_party_insurance
587889,5,1399,39,0.495,Jeep,Female,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,2116,2018,comprehensive_insurance
609634,1,131,85,0.273044106,Maruti,Male,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,4654,2019,comprehensive_insurance
624135,0,0,115,0.093278973,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Hail,Basic,5997,2018,third_party_insurance
630728,4,906,116,0.157,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,16723,2021,comprehensive_insurance
584110,3,173,87,0.354577388,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,7497,2017,comprehensive_insurance
642098,3,555,135,0.176120038,Maruti,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,5494,2018,comprehensive_insurance
583208,7,330,134,0.03562691,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,12508,2019,comprehensive_insurance
618022,2,246,81,0.401228173,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,312,2018,third_party_insurance
639577,2,1696,140,0.124492132,TATA,Female,tier2,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,14952,2017,comprehensive_insurance
605295,9,367,51,0.531287558,Ford,Female,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9077,2020,comprehensive_insurance
610172,0,0,128,0.003027095,Maruti,Female,tier1,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,18799,2021,comprehensive_insurance
615477,0,0,90,0.985572428,TATA,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,1733,2017,comprehensive_insurance
611055,3,1288,46,0.066564139,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,20336,2017,comprehensive_insurance
609021,2,1198,55,0.018612539,Hyundai,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,15003,2020,comprehensive_insurance
589313,2,28,159,0.968082845,Ford,Male,tier2,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,No,Collision,Premium,9782,2020,comprehensive_insurance
590107,6,1639,136,0.051769288,TATA,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3930,2017,third_party_insurance
592885,7,74,76,0.185326338,Hyundai,Male,tier3,Web,PersonalAuto,Petrol,Middlemodel,No,Yes,Hail,Basic,2469,2020,third_party_insurance
646433,2,541,85,0.495,TATA,Female,tier2,App,CorporateAuto,Diesel,Basemodel,No,Yes,Collision,Premium,3662,2017,comprehensive_insurance
660534,6,973,111,0.570809115,TATA,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,8410,2019,comprehensive_insurance
581165,2,1982,61,0.072411122,TATA,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,4240,2019,third_party_insurance
623471,4,949,163,0.304998987,Hyundai,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,4645,2020,comprehensive_insurance
590969,2,343,17,0.553734115,Jeep,Male,tier1,Call Center,CorporateAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,2748,2021,comprehensive_insurance
643901,0,0,116,0.054008013,Maruti,Male,tier2,Call Center,PersonalAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,13482,2018,comprehensive_insurance
593016,0,0,162,0.115826017,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,841,2019,comprehensive_insurance
649186,6,1377,184,0.01326031,Hyundai,Female,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,16271,2017,comprehensive_insurance
658193,0,0,180,0.296875059,Maruti,Female,tier3,Web,PersonalAuto,Petrol,Basemodel,No,No,Collision,Premium,14997,2017,comprehensive_insurance
606053,4,1086,159,0.462086848,Maruti,Female,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,14547,2017,comprehensive_insurance
596233,4,752,94,0.048338177,TATA,Female,tier1,Call Center,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,4067,2021,third_party_insurance
584697,4,271,91,0.343830903,Jeep,Female,tier3,App,PersonalAuto,Diesel,Topmodel,No,Yes,Collision,Premium,14202,2018,comprehensive_insurance
584703,2,645,188,0.268986093,Hyundai,Male,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,20894,2021,comprehensive_insurance
613659,3,1678,116,0.104353405,Hyundai,Male,tier2,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6521,2019,comprehensive_insurance
637169,0,0,13,0.05946267,TATA,Female,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,Yes,Scratch/Dent,Extended,5608,2019,comprehensive_insurance
657421,8,43,72,0.118400815,Jeep,Male,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,5323,2021,comprehensive_insurance
630701,8,58,37,0.003722068,Mahindra,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,825,2018,third_party_insurance
645292,4,1360,91,0.13365727,Hyundai,Male,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,20767,2017,comprehensive_insurance
602259,3,942,157,0.080899041,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,16199,2018,comprehensive_insurance
654842,3,1577,25,0.685851815,Jeep,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9924,2020,comprehensive_insurance
595488,6,288,68,0.104863487,Ford,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,9916,2021,comprehensive_insurance
640041,0,0,40,0.663733574,Hyundai,Male,tier2,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,7194,2020,comprehensive_insurance
605211,0,0,62,0.126291466,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3276,2021,third_party_insurance
610766,0,0,34,0.220249118,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,2967,2019,third_party_insurance
635449,2,1182,93,0.157,TATA,Female,tier1,Call Center,PersonalAuto,Diesel,Basemodel,No,Yes,Hail,Basic,1080,2018,third_party_insurance
610663,2,1324,93,0.357001346,Mahindra,Male,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,No,Hail,Basic,3500,2017,third_party_insurance
626895,7,383,184,0.896837459,Mahindra,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,No,Hail,Basic,1890,2018,third_party_insurance
600879,2,24,93,0.031936803,Ford,Male,tier3,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,No,Scratch/Dent,Extended,9383,2018,comprehensive_insurance
591151,1,229,46,0.077821239,TATA,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,8876,2019,comprehensive_insurance
616332,2,80,90,0.416173465,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,No,No,Collision,Premium,11219,2017,comprehensive_insurance
591471,3,1576,190,0.3724281,Ford,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,7956,2017,comprehensive_insurance
603352,2,251,142,0.465709416,Ford,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,3344,2019,comprehensive_insurance
579753,4,455,126,0.558623127,TATA,Male,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,377,2018,comprehensive_insurance
637650,2,1059,133,0.285423959,Maruti,Male,tier2,Web,CorporateAuto,Petrol,Middlemodel,Yes,No,Hail,Basic,5211,2019,third_party_insurance
651614,13,1097,172,0.194104417,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,No,Collision,Premium,12638,2021,comprehensive_insurance
608540,2,80,109,0.644839092,Ford,Female,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,20694,2020,comprehensive_insurance
619437,0,0,45,0.193461878,Hyundai,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,4328,2018,comprehensive_insurance
634782,3,597,149,0.272042427,TATA,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13058,2019,comprehensive_insurance
628282,0,0,104,0.243398432,Hyundai,Female,tier3,Web,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,13509,2019,comprehensive_insurance
614222,5,1880,189,0.054627374,Hyundai,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,635,2018,third_party_insurance
592297,7,20,61,0.023849387,TATA,Male,tier3,App,CorporateAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,21519,2020,comprehensive_insurance
625433,4,882,76,0.171088346,TATA,Female,tier2,App,CorporateAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,13695,2020,comprehensive_insurance
659016,2,234,165,0.405101947,Ford,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,4408,2019,comprehensive_insurance
634474,4,278,63,0.283220559,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,10519,2021,comprehensive_insurance
650504,6,1117,14,0.075893301,TATA,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,No,Collision,Premium,16312,2021,comprehensive_insurance
592991,4,370,98,0.261413913,TATA,Female,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,1695,2017,comprehensive_insurance
634254,0,0,13,0.131042037,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,16472,2021,comprehensive_insurance
644174,3,1024,64,0.00521059,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,5264,2018,comprehensive_insurance
598771,4,339,65,0.700874596,Maruti,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,1921,2020,third_party_insurance
582654,5,1298,99,0.340521379,TATA,Male,tier1,Web,PersonalAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,13099,2018,comprehensive_insurance
646838,2,6,18,0.816165126,Jeep,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,1276,2018,comprehensive_insurance
607626,5,313,141,0.801478856,Jeep,Male,tier3,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,9400,2019,comprehensive_insurance
603432,3,1434,77,0.255856792,Maruti,Male,tier3,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,21592,2020,comprehensive_insurance
651926,0,0,61,0.199078527,Hyundai,Female,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,3762,2020,comprehensive_insurance
583135,3,828,96,0.401233384,Ford,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,194,2020,third_party_insurance
643299,0,0,178,0.183859855,Maruti,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,2804,2021,comprehensive_insurance
627173,0,0,42,0.049416173,Maruti,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,10819,2017,comprehensive_insurance
602772,7,66,18,0.723965008,Mahindra,Male,tier3,Call Center,PersonalAuto,Petrol,Middlemodel,No,Yes,Scratch/Dent,Extended,236,2018,comprehensive_insurance
654283,3,726,106,0.839142892,Maruti,Male,tier2,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,15133,2019,comprehensive_insurance
636840,2,47,101,0.545089997,Mahindra,Male,tier2,Web,CorporateAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,2004,2019,comprehensive_insurance
589511,11,126,83,0.025931236,Hyundai,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,3939,2021,comprehensive_insurance
645714,0,0,118,0.200126003,Maruti,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,395,2020,comprehensive_insurance
644144,3,783,48,0.739751423,Ford,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,5340,2021,comprehensive_insurance
645946,3,505,42,0.724016325,Jeep,Male,tier2,App,PersonalAuto,Diesel,Basemodel,No,No,Scratch/Dent,Extended,2911,2019,comprehensive_insurance
628642,0,0,41,0.199323508,TATA,Male,tier1,Web,PersonalAuto,Diesel,Topmodel,Yes,No,Scratch/Dent,Extended,6621,2020,comprehensive_insurance
606978,5,89,48,0.087989321,TATA,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,No,Collision,Premium,3003,2021,comprehensive_insurance
600713,6,1742,52,0.653170062,Ford,Male,tier1,Web,CorporateAuto,Petrol,Basemodel,No,No,Scratch/Dent,Extended,13481,2018,comprehensive_insurance
638481,5,129,92,0.236153781,Mahindra,Male,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,394,2020,third_party_insurance
652080,0,0,15,0.625280132,Jeep,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,15196,2019,comprehensive_insurance
637156,0,0,94,0.278275446,TATA,Male,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,11090,2018,comprehensive_insurance
616127,4,930,130,0.677394264,TATA,Male,tier1,Call Center,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,2965,2017,comprehensive_insurance
584531,2,1647,56,0.135121865,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,8530,2020,comprehensive_insurance
630835,2,678,88,0.174118857,TATA,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,14699,2021,comprehensive_insurance
619098,2,1282,81,0.301035974,Maruti,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,9384,2018,comprehensive_insurance
643233,4,263,88,0.112389416,TATA,Female,tier1,App,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,12604,2018,comprehensive_insurance
659469,2,638,126,0.737589485,Mahindra,Male,tier1,Call Center,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,20478,2021,comprehensive_insurance
627656,2,831,46,0.076576,TATA,Female,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,7385,2019,comprehensive_insurance
641850,3,845,28,0.168127409,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,13726,2021,comprehensive_insurance
595209,0,0,159,0.450425308,TATA,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,No,Yes,Scratch/Dent,Extended,5439,2017,comprehensive_insurance
585890,9,87,89,0.248558686,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,8815,2018,comprehensive_insurance
581759,10,1361,106,0.283785099,Maruti,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6557,2018,comprehensive_insurance
626475,5,633,54,0.135968763,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,7076,2021,comprehensive_insurance
616720,4,331,162,0.847416893,TATA,Female,tier2,App,PersonalAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,2805,2019,comprehensive_insurance
592170,2,1319,26,0.078890543,TATA,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,17349,2019,comprehensive_insurance
621560,0,0,12,0.036541894,Maruti,Male,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,8068,2017,comprehensive_insurance
645515,3,315,119,0.958629028,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,2248,2017,third_party_insurance
599513,2,729,38,0.807233273,TATA,Male,tier1,Call Center,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,3366,2021,third_party_insurance
597266,3,235,81,0.57407193,Ford,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,4043,2018,comprehensive_insurance
636774,0,0,38,0.272600371,Maruti,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,4775,2019,third_party_insurance
593789,10,1360,16,0.128945457,TATA,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,1026,2021,comprehensive_insurance
651289,3,233,74,0.11003758,TATA,Male,tier3,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,148,2017,comprehensive_insurance
